C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_38_775.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_38_775.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_38_775.jpg,0,0,0,6.80E-06
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_38_856.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_38_856.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_38_856.jpg,0,0,0,9.25E-06
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_38_935.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_38_935.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_38_935.jpg,0,0,0,1.34E-05
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_39_020.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_39_020.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_39_020.jpg,0,0.1961187,0,0.1605915
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_39_098.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_39_098.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_39_098.jpg,0,0.4294065,0,0.379755
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_39_178.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_39_178.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_39_178.jpg,0,0.6712161,0,0.8671441
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_39_257.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_39_257.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_39_257.jpg,0,0.8524491,0,1.646301
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_39_339.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_39_339.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_39_339.jpg,0,1,0,2.776736
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_39_420.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_39_420.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_39_420.jpg,0,1,0,3.724128
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_39_501.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_39_501.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_39_501.jpg,-0.2,1,0,4.655433
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_39_582.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_39_582.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_39_582.jpg,0,1,0,5.563847
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_39_663.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_39_663.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_39_663.jpg,0,1,0,6.481108
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_39_748.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_39_748.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_39_748.jpg,-0.1,1,0,7.39365
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_39_828.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_39_828.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_39_828.jpg,-0.3,1,0,8.281084
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_39_911.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_39_911.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_39_911.jpg,0,1,0,9.138235
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_39_991.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_39_991.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_39_991.jpg,0,1,0,10.01936
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_40_071.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_40_071.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_40_071.jpg,-0.15,1,0,10.90204
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_40_152.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_40_152.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_40_152.jpg,-0.35,1,0,11.58288
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_40_233.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_40_233.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_40_233.jpg,-0.5500001,1,0,12.4114
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_40_301.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_40_301.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_40_301.jpg,-0.7500002,1,0,13.21474
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_40_382.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_40_382.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_40_382.jpg,0,1,0,14.0254
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_40_463.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_40_463.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_40_463.jpg,0,1,0,14.88493
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_40_545.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_40_545.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_40_545.jpg,0,1,0,15.77493
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_40_629.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_40_629.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_40_629.jpg,0,1,0,16.63522
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_40_711.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_40_711.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_40_711.jpg,0,1,0,17.48115
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_40_793.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_40_793.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_40_793.jpg,-0.1,1,0,18.307
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_40_874.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_40_874.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_40_874.jpg,-0.3,1,0,19.08164
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_40_954.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_40_954.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_40_954.jpg,-0.5000001,1,0,19.78868
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_41_035.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_41_035.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_41_035.jpg,0,1,0,20.42927
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_41_115.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_41_115.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_41_115.jpg,0,1,0,21.18321
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_41_197.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_41_197.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_41_197.jpg,0,1,0,21.96978
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_41_279.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_41_279.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_41_279.jpg,0,1,0,22.94029
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_41_359.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_41_359.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_41_359.jpg,-0.15,1,0,23.71993
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_41_439.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_41_439.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_41_439.jpg,-0.35,1,0,24.4395
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_41_520.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_41_520.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_41_520.jpg,-0.5500001,1,0,25.07504
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_41_600.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_41_600.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_41_600.jpg,0,1,0,25.75773
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_41_681.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_41_681.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_41_681.jpg,0,1,0,26.50393
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_41_762.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_41_762.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_41_762.jpg,0,1,0,27.25531
C:\Users\natha\Desktop\Recorded 1 way\IMG\center_2023_11_27_15_03_41_843.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\left_2023_11_27_15_03_41_843.jpg,C:\Users\natha\Desktop\Recorded 1 way\IMG\right_2023_11_27_15_03_41_843.jpg,-0.2,1,0,27.99181
